Occurrence time,Equipment type,Equipment group,Equipment No.,Error description
07:53:17,02:Conveyor,00,1101,Error recovery(Block No=1101，Error Code=0000)
07:53:19,02:Conveyor,00,1103,Error recovery(Block No=1103，Error Code=0000)
07:53:21,02:Conveyor,00,1104,Error recovery(Block No=1104，Error Code=0000)
09:44:23,01:Crane,00,0003,"Crane error occurred(Abnormal alertﾞ=9002,Abnormal content=EMERGENCY STOP: DCU)"
09:44:24,02:Conveyor,00,1108,Error occured(Block No=1108，Error Code=9202，Details=LOAD PROFILE ERROR)
09:53:10,02:Conveyor,00,1105,Error occured(Block No=1105，Error Code=9202，Details=LOAD PROFILE ERROR)
09:53:41,02:Conveyor,00,1105,Error recovery(Block No=1105，Error Code=0000)
09:53:43,02:Conveyor,00,1108,Error recovery(Block No=1108，Error Code=0000)
09:58:55,01:Crane,00,0003,"Crane error recovery(Abnormal alertﾞ=9002,Abnormal Content=EMERGENCY STOP: DCU)"
09:59:30,02:Conveyor,00,1108,Error occured(Block No=1108，Error Code=9202，Details=LOAD PROFILE ERROR)
09:59:30,01:Crane,00,0003,"Crane error occurred(Abnormal alertﾞ=9002,Abnormal content=EMERGENCY STOP: DCU)"
10:01:24,02:Conveyor,00,1108,Error recovery(Block No=1108，Error Code=0000)
10:01:40,02:Conveyor,00,1108,Error occured(Block No=1108，Error Code=5251，Details=TIME OUT: STOP-UNIT)
10:01:49,02:Conveyor,00,1108,Error recovery(Block No=1108，Error Code=0000)
10:02:06,02:Conveyor,00,1108,Error occured(Block No=1108，Error Code=5251，Details=TIME OUT: STOP-UNIT)
10:03:47,01:Crane,00,0003,"Crane error recovery(Abnormal alertﾞ=9002,Abnormal Content=EMERGENCY STOP: DCU)"
10:04:22,02:Conveyor,00,1108,Error recovery(Block No=1108，Error Code=0000)
11:38:17,01:Crane,00,0003,"Crane error occurred(Abnormal alertﾞ=9002,Abnormal content=EMERGENCY STOP: DCU)"
11:38:17,02:Conveyor,00,1107,Error occured(Block No=1107，Error Code=9202，Details=LOAD PROFILE ERROR)
11:38:29,02:Conveyor,00,1107,Error recovery(Block No=1107，Error Code=0000)
11:38:45,02:Conveyor,00,1107,Error occured(Block No=1107，Error Code=5251，Details=TIME OUT: STOP-UNIT)
11:38:55,02:Conveyor,00,1107,Error recovery(Block No=1107，Error Code=0000)
11:39:12,02:Conveyor,00,1107,Error occured(Block No=1107，Error Code=5251，Details=TIME OUT: STOP-UNIT)
11:39:34,02:Conveyor,00,1107,Error recovery(Block No=1107，Error Code=0000)
11:39:50,02:Conveyor,00,1107,Error occured(Block No=1107，Error Code=5251，Details=TIME OUT: STOP-UNIT)
11:40:08,02:Conveyor,00,1107,Error recovery(Block No=1107，Error Code=0000)
11:48:26,02:Conveyor,00,1107,Error occured(Block No=1107，Error Code=5251，Details=TIME OUT: STOP-UNIT)
11:48:33,02:Conveyor,00,1107,Error recovery(Block No=1107，Error Code=0000)
11:48:49,02:Conveyor,00,1107,Error occured(Block No=1107，Error Code=5251，Details=TIME OUT: STOP-UNIT)
11:48:55,02:Conveyor,00,1107,Error recovery(Block No=1107，Error Code=0000)
11:52:47,01:Crane,00,0003,"Crane error recovery(Abnormal alertﾞ=9002,Abnormal Content=EMERGENCY STOP: DCU)"
12:16:10,02:Conveyor,00,1101,Error occured(Block No=1101，Error Code=0101，Details=CELL COMMUNICATION ERROR)
12:16:10,02:Conveyor,00,1101,Error occured(Block No=1101，Error Code=0101，Details=CELL COMMUNICATION ERROR)
12:16:12,02:Conveyor,00,1102,Error occured(Block No=1102，Error Code=0101，Details=CELL COMMUNICATION ERROR)
12:16:12,02:Conveyor,00,1102,Error occured(Block No=1102，Error Code=0101，Details=CELL COMMUNICATION ERROR)
