Occurrence time,Equipment type,Equipment group,Equipment No.,Error description
00:00:46,02:Conveyor,00,1104,Error occured(Block No=1104，Error Code=9202，Details=LOAD PROFILE ERROR)
00:00:55,02:Conveyor,00,1103,Error occured(Block No=1103，Error Code=9202，Details=LOAD PROFILE ERROR)
00:01:31,02:Conveyor,00,1103,Error recovery(Block No=1103，Error Code=0000)
00:01:33,02:Conveyor,00,1104,Error recovery(Block No=1104，Error Code=0000)
00:26:33,02:Conveyor,00,1104,Error occured(Block No=1104，Error Code=9202，Details=LOAD PROFILE ERROR)
00:27:15,02:Conveyor,00,1104,Error recovery(Block No=1104，Error Code=0000)
01:03:34,02:Conveyor,00,1104,Error occured(Block No=1104，Error Code=9202，Details=LOAD PROFILE ERROR)
01:03:43,02:Conveyor,00,1104,Error recovery(Block No=1104，Error Code=0000)
01:07:44,02:Conveyor,00,1105,Error occured(Block No=1105，Error Code=9202，Details=LOAD PROFILE ERROR)
01:08:03,02:Conveyor,00,1105,Error recovery(Block No=1105，Error Code=0000)
01:21:41,02:Conveyor,00,1104,Error occured(Block No=1104，Error Code=9202，Details=LOAD PROFILE ERROR)
01:22:07,02:Conveyor,00,1104,Error recovery(Block No=1104，Error Code=0000)
01:24:31,02:Conveyor,00,1104,Error occured(Block No=1104，Error Code=9202，Details=LOAD PROFILE ERROR)
01:24:44,02:Conveyor,00,1104,Error recovery(Block No=1104，Error Code=0000)
01:24:49,02:Conveyor,00,1105,Error occured(Block No=1105，Error Code=5211，Details=TIME OUT: TRAVEL-UNIT)
01:25:01,02:Conveyor,00,1105,Error recovery(Block No=1105，Error Code=0000)
01:26:27,02:Conveyor,00,1104,Error occured(Block No=1104，Error Code=9202，Details=LOAD PROFILE ERROR)
01:26:49,02:Conveyor,00,1104,Error recovery(Block No=1104，Error Code=0000)
01:29:00,02:Conveyor,00,1105,Error occured(Block No=1105，Error Code=9202，Details=LOAD PROFILE ERROR)
01:29:09,02:Conveyor,00,1105,Error recovery(Block No=1105，Error Code=0000)
04:01:11,02:Conveyor,00,1101,Error occured(Block No=1101，Error Code=0101，Details=CELL COMMUNICATION ERROR)
04:01:11,02:Conveyor,00,1101,Error occured(Block No=1101，Error Code=0101，Details=CELL COMMUNICATION ERROR)
